,model,layer,representation,same_relation_group_rdm_corr,same_relation_group_rdm_std,same_relation_group_rdm_corr_within_compound_sentences,same_relation_group_rdm_std_within_compound_sentences
38,xlnet-base-cased,9,not_processed_together,0.28954634156350284,0.11937976992277839,0.037898326789935134,0.1760549103197079
39,xlnet-base-cased,10,not_processed_together,0.2833381583955888,0.12066149419238605,0.02869416463766055,0.17758276350945454
40,xlnet-base-cased,11,not_processed_together,0.2834387435584571,0.11491812507805176,0.02880805404834082,0.170309973191384
41,xlnet-base-cased,12,not_processed_together,0.2860179674033364,0.11530166473514995,0.032660498781145894,0.1699875602450213
42,bert-base-japanese,1,not_processed_together,0.25344756319704254,0.15517497014982168,-0.015713484026367727,0.23031558238580374
43,bert-base-japanese,2,not_processed_together,0.257790974122005,0.1429263630270315,-0.009242125289168037,0.21140453342736557
44,bert-base-japanese,3,not_processed_together,0.24985213226163056,0.14117211315742884,-0.021027238308943815,0.2088420079235693
45,bert-base-japanese,4,not_processed_together,0.24985213226163058,0.14508622854222106,-0.021027238308943826,0.21467212226094315
46,bert-base-japanese,5,not_processed_together,0.24988566064925335,0.1461103007169326,-0.020989275172050393,0.21654238617842886
47,bert-base-japanese,6,not_processed_together,0.25256546965700094,0.15222268984999845,-0.017022941028565032,0.22593730997426872
48,bert-base-japanese,7,not_processed_together,0.2560603154295446,0.1575017818599196,-0.011823076156669218,0.23344356128036745
49,bert-base-japanese,8,not_processed_together,0.2507677541892949,0.1565291285173264,-0.01967981816985308,0.23202772152508785
50,bert-base-japanese,9,not_processed_together,0.2596222179773338,0.1559463768821348,-0.006547285010986546,0.2314259192576588
51,bert-base-japanese,10,not_processed_together,0.26318412052512297,0.1352949447027933,-0.0012714938653038738,0.20108837328950682
52,bert-base-japanese,11,not_processed_together,0.26759458822533105,0.13159640798485553,0.005275791145682673,0.19557561905691662
53,bert-base-japanese,12,not_processed_together,0.25073422580167215,0.13079391866482526,-0.019717781306746514,0.19337170930666037
54,xlm-mlm-xnli15-1024,1,not_processed_together,0.24540813617379975,0.12863641783215365,-0.0276124864568238,0.18979044202576942
55,xlm-mlm-xnli15-1024,2,not_processed_together,0.26834256821488156,0.12185557430940006,0.006433395600306268,0.17948460586502055
56,xlm-mlm-xnli15-1024,3,not_processed_together,0.28333815839558885,0.13731076991486899,0.02869416463766054,0.2024861932868178
57,xlm-mlm-xnli15-1024,4,not_processed_together,0.2983337485762961,0.142673836542961,0.050954933675014816,0.2104014271662363
58,xlm-mlm-xnli15-1024,5,not_processed_together,0.29304118733604645,0.14251704643146781,0.04309819166183095,0.21020149006942027
59,xlm-mlm-xnli15-1024,6,not_processed_together,0.2912770002559632,0.1647147151299091,0.04047927765743633,0.2433482349372427
60,xlm-mlm-xnli15-1024,7,not_processed_together,0.3115651516769201,0.1784577351376562,0.07059678870797446,0.263735011636448
61,xlm-mlm-xnli15-1024,8,not_processed_together,0.31685771291716974,0.19240043856750513,0.07845353072115832,0.2844934916397177
62,xlm-mlm-xnli15-1024,9,not_processed_together,0.31685771291716974,0.17351800575769108,0.07845353072115833,0.2563400267940972
63,xlm-mlm-xnli15-1024,10,not_processed_together,0.2877486260957969,0.17162187647045105,0.03524144964864709,0.2536680623994022
64,xlm-mlm-xnli15-1024,11,not_processed_together,0.28245606485554714,0.17413898487311485,0.027384707635463235,0.2574487379278297
65,xlm-mlm-xnli15-1024,12,not_processed_together,0.28248959324317,0.15396019817497997,0.027422670772356657,0.22769326033584306
66,meta-llama/Llama-3.2-1B,1,not_processed_together,0.3054910820594972,0.15364976845366868,0.06154447910327359,0.22775142876807272
67,meta-llama/Llama-3.2-1B,2,not_processed_together,0.33208800181123654,0.15901350740514214,0.1009800417167666,0.23675329650157875
68,meta-llama/Llama-3.2-1B,3,not_processed_together,0.3347342824313614,0.1591899021318349,0.10490841272335855,0.23700051285867674
69,meta-llama/Llama-3.2-1B,4,not_processed_together,0.3391447501315694,0.1739515042461027,0.11145569773434509,0.25883478118651304
70,meta-llama/Llama-3.2-1B,5,not_processed_together,0.33816207142865945,0.17303093908727085,0.1100323513214675,0.2566758121848586
71,meta-llama/Llama-3.2-1B,6,not_processed_together,0.34260606751649025,0.1793125656649166,0.1166175994693475,0.2662509404375659
72,meta-llama/Llama-3.2-1B,7,not_processed_together,0.3364314127361991,0.17006718978421184,0.10745140045396633,0.2525609742805482
73,meta-llama/Llama-3.2-1B,8,not_processed_together,0.3426395959041131,0.16952606638741713,0.11665556260624092,0.2519991252220581
74,meta-llama/Llama-3.2-1B,9,not_processed_together,0.3479321571443627,0.1689346296956798,0.1245123046194248,0.25109578773075364
75,meta-llama/Llama-3.2-1B,10,not_processed_together,0.34881425068440425,0.16918804247661334,0.12582176162162206,0.2514670877319354
76,meta-llama/Llama-3.2-1B,11,not_processed_together,0.34175750236407143,0.17197737103471342,0.1153461056040436,0.2556375660934541
77,meta-llama/Llama-3.2-1B,12,not_processed_together,0.3567530925447787,0.18386821335624465,0.13760687464139787,0.2731983396744606
78,meta-llama/Llama-3.2-1B,13,not_processed_together,0.35498890546469547,0.18398192046823714,0.13498796063700327,0.27337511094081135
79,meta-llama/Llama-3.2-1B,14,not_processed_together,0.36028146670494515,0.18835932242467682,0.14284470265018712,0.2798435430665601
80,meta-llama/Llama-3.2-1B,15,not_processed_together,0.3505784377644875,0.18595772814234493,0.12844067562601671,0.2763255561563827
81,meta-llama/Llama-3.2-1B,16,not_processed_together,0.3541068119246539,0.18655195843620076,0.13367850363480596,0.2771907820585181
82,openai-community/gpt2,1,not_processed_together,0.2807924629383324,0.16509889840480635,0.024879683041748903,0.24490346912747515
83,openai-community/gpt2,2,not_processed_together,0.3063731755995389,0.13020272728177087,0.06285393610547091,0.19287728246357835
84,openai-community/gpt2,3,not_processed_together,0.3028112730517497,0.14147165824528857,0.05757814495978823,0.20930874465777358
85,openai-community/gpt2,4,not_processed_together,0.2992493705039605,0.14811185112294376,0.05230235381410556,0.21887429028981709
86,openai-community/gpt2,5,not_processed_together,0.29575452473141683,0.17885168393974588,0.047102488942209746,0.2649818689608425
87,openai-community/gpt2,6,not_processed_together,0.29660308988383566,0.17930616640259675,0.04837398280751363,0.2653691589380563
88,openai-community/gpt2,7,not_processed_together,0.2860514957909591,0.18169027701956994,0.03269846191803934,0.26925180254461617
89,openai-community/gpt2,8,not_processed_together,0.2763484668505015,0.16067548823470482,0.01829443489386891,0.23804884000770507
90,openai-community/gpt2,9,not_processed_together,0.2798768410106679,0.15862292097441802,0.02353226290265815,0.23497574614956668
91,openai-community/gpt2,10,not_processed_together,0.2763484668505015,0.15774316372952907,0.01829443489386891,0.23368704940644375
92,openai-community/gpt2,11,not_processed_together,0.27638199523812434,0.1527061050372231,0.018332398030762344,0.22651713780069963
93,openai-community/gpt2,12,not_processed_together,0.27723056039054317,0.15148383298120147,0.019603891896066216,0.2243700154544236
94,openai-community/openai-gpt,1,not_processed_together,0.29755224019912274,0.1461034922751022,0.049759366083497805,0.2165795963066493
95,openai-community/openai-gpt,2,not_processed_together,0.31865542838487576,0.13302552658880532,0.08111040786244637,0.1962321007001633
96,openai-community/openai-gpt,3,not_processed_together,0.31332933875700336,0.13363973354657097,0.07321570271236909,0.19679138425746798
97,openai-community/openai-gpt,4,not_processed_together,0.31424496068466773,0.127797426093812,0.07456312285145983,0.18845140126949758
98,openai-community/openai-gpt,5,not_processed_together,0.30891887105679533,0.15313977211122123,0.06666841770138253,0.22597004936329537
99,openai-community/openai-gpt,6,not_processed_together,0.312413716829339,0.14257011495313093,0.07186828257327835,0.20977572044695808
100,openai-community/openai-gpt,7,not_processed_together,0.323032367697461,0.13550256847343914,0.0876197297365395,0.19951248765660573
101,openai-community/openai-gpt,8,not_processed_together,0.3080367775167537,0.1294595480059797,0.06535896069918523,0.19057190745523722
102,openai-community/openai-gpt,9,not_processed_together,0.30983449298445975,0.14263649109065732,0.0680158378404733,0.21064008742935428
103,openai-community/openai-gpt,10,not_processed_together,0.311598680064543,0.14369900639780583,0.07063475184486788,0.21221437049729605
104,openai-community/openai-gpt,11,not_processed_together,0.31600914776475086,0.14813164765349016,0.07718203685585445,0.21880065073639784
105,openai-community/openai-gpt,12,not_processed_together,0.3177733348448341,0.15551919079956014,0.07980095086024908,0.22980947338256721
106,microsoft/phi-1,1,not_processed_together,0.29307471572366917,0.14610322097921122,0.04313615479872438,0.21591727463634536
107,microsoft/phi-1,2,not_processed_together,0.2798433126230452,0.14374753992692024,0.02349429976576473,0.2124882054090182
108,microsoft/phi-1,3,not_processed_together,0.2984008053515416,0.13151822058977522,0.05103085994880167,0.19450964475252974
109,microsoft/phi-1,4,not_processed_together,0.2922261505712504,0.12100181360399083,0.0418646609334205,0.17888056891525517
110,microsoft/phi-1,5,not_processed_together,0.2869335893310007,0.11701170017445992,0.03400791892023664,0.17297246053024934
111,microsoft/phi-1,6,not_processed_together,0.291310528643586,0.11378346644482522,0.04051724079432977,0.16767549224686906
112,microsoft/phi-1,7,not_processed_together,0.2930747157236692,0.11660353599786005,0.04313615479872439,0.17187809687675581
113,microsoft/phi-1,8,not_processed_together,0.28601796740333635,0.1238895834444058,0.03266049878114591,0.18281826935306042
114,microsoft/phi-1,9,not_processed_together,0.2904619634911671,0.12139070360592756,0.039245746929025875,0.1794733381828579
115,microsoft/phi-1,10,not_processed_together,0.28957986995112545,0.12329099210961239,0.03793628992682858,0.1823120171657073
116,microsoft/phi-1,11,not_processed_together,0.28696711771862343,0.1210301011696608,0.03404588205713007,0.17937171250864872
117,microsoft/phi-1,12,not_processed_together,0.2843543654861215,0.11830516198782577,0.03015547418743157,0.175746472615409
118,microsoft/phi-1,13,not_processed_together,0.2860514957909591,0.12012739539280334,0.03269846191803933,0.1776232842729573
119,microsoft/phi-1,14,not_processed_together,0.28696711771862343,0.1274189427692755,0.034045882057130064,0.18887073260597206
120,microsoft/phi-1,15,not_processed_together,0.2825566500184155,0.1308184475922273,0.027498597046143516,0.1939544089656166
121,microsoft/phi-1,16,not_processed_together,0.2763484668505015,0.13017833063491432,0.01829443489386891,0.19266531895007288
122,microsoft/phi-1,17,not_processed_together,0.2789947474706263,0.13009246460195098,0.022222805900460847,0.19251919133054235
123,microsoft/phi-1,18,not_processed_together,0.2745842797704183,0.13103961518422072,0.0156755208894743,0.19395982097539644
124,microsoft/phi-1,19,not_processed_together,0.2701738120702102,0.12896837692058646,0.009128235878487745,0.19090668101991634
125,microsoft/phi-1,20,not_processed_together,0.2710559056102519,0.1312600085568895,0.010437692880685056,0.1943120909137995
126,microsoft/phi-1,21,not_processed_together,0.27461780815804104,0.12493097238300666,0.01571348402636772,0.18525924445036743
127,microsoft/phi-1,22,not_processed_together,0.2692917185301687,0.12439740502536056,0.007818778876290436,0.18410740285027033
128,microsoft/phi-1,23,not_processed_together,0.26491477921758344,0.12288430026419873,0.0013094570021973094,0.1822875146499522
129,microsoft/phi-1,24,not_processed_together,0.27370218623037673,0.13021037049841833,0.014366063887276985,0.19273128190350883
