,model,layer,representation,same_relation_group_rdm_corr,same_relation_group_rdm_std,same_relation_group_rdm_corr_within_compound_sentences,same_relation_group_rdm_std_within_compound_sentences
38,xlnet-base-cased,9,not_processed_together,0.28954634156350284,0.11937976992277839,0.037898326789935134,0.1760549103197079
39,xlnet-base-cased,10,not_processed_together,0.2833381583955888,0.12066149419238605,0.02869416463766055,0.17758276350945454
40,xlnet-base-cased,11,not_processed_together,0.2834387435584571,0.11491812507805176,0.02880805404834082,0.170309973191384
41,xlnet-base-cased,12,not_processed_together,0.2860179674033364,0.11530166473514995,0.032660498781145894,0.1699875602450213
42,xlm-mlm-xnli15-1024,1,not_processed_together,0.24540813617379975,0.12863641783215365,-0.0276124864568238,0.18979044202576942
43,xlm-mlm-xnli15-1024,2,not_processed_together,0.26834256821488156,0.12185557430940006,0.006433395600306268,0.17948460586502055
44,xlm-mlm-xnli15-1024,3,not_processed_together,0.28333815839558885,0.13731076991486899,0.02869416463766054,0.2024861932868178
45,xlm-mlm-xnli15-1024,4,not_processed_together,0.2983337485762961,0.142673836542961,0.050954933675014816,0.2104014271662363
46,xlm-mlm-xnli15-1024,5,not_processed_together,0.29304118733604645,0.14251704643146781,0.04309819166183095,0.21020149006942027
47,xlm-mlm-xnli15-1024,6,not_processed_together,0.2912770002559632,0.1647147151299091,0.04047927765743633,0.2433482349372427
48,xlm-mlm-xnli15-1024,7,not_processed_together,0.3115651516769201,0.1784577351376562,0.07059678870797446,0.263735011636448
49,xlm-mlm-xnli15-1024,8,not_processed_together,0.31685771291716974,0.19240043856750513,0.07845353072115832,0.2844934916397177
50,xlm-mlm-xnli15-1024,9,not_processed_together,0.31685771291716974,0.17351800575769108,0.07845353072115833,0.2563400267940972
51,xlm-mlm-xnli15-1024,10,not_processed_together,0.2877486260957969,0.17162187647045105,0.03524144964864709,0.2536680623994022
52,xlm-mlm-xnli15-1024,11,not_processed_together,0.28245606485554714,0.17413898487311485,0.027384707635463235,0.2574487379278297
53,xlm-mlm-xnli15-1024,12,not_processed_together,0.28248959324317,0.15396019817497997,0.027422670772356657,0.22769326033584306
54,bert-base-japanese,1,not_processed_together,0.25344756319704254,0.15517497014982168,-0.015713484026367727,0.23031558238580374
55,bert-base-japanese,2,not_processed_together,0.257790974122005,0.1429263630270315,-0.009242125289168037,0.21140453342736557
56,bert-base-japanese,3,not_processed_together,0.24985213226163056,0.14117211315742884,-0.021027238308943815,0.2088420079235693
57,bert-base-japanese,4,not_processed_together,0.24985213226163058,0.14508622854222106,-0.021027238308943826,0.21467212226094315
58,bert-base-japanese,5,not_processed_together,0.24988566064925335,0.1461103007169326,-0.020989275172050393,0.21654238617842886
59,bert-base-japanese,6,not_processed_together,0.25256546965700094,0.15222268984999845,-0.017022941028565032,0.22593730997426872
60,bert-base-japanese,7,not_processed_together,0.2560603154295446,0.1575017818599196,-0.011823076156669218,0.23344356128036745
61,bert-base-japanese,8,not_processed_together,0.2507677541892949,0.1565291285173264,-0.01967981816985308,0.23202772152508785
62,bert-base-japanese,9,not_processed_together,0.2596222179773338,0.1559463768821348,-0.006547285010986546,0.2314259192576588
63,bert-base-japanese,10,not_processed_together,0.26318412052512297,0.1352949447027933,-0.0012714938653038738,0.20108837328950682
64,bert-base-japanese,11,not_processed_together,0.26759458822533105,0.13159640798485553,0.005275791145682673,0.19557561905691662
65,bert-base-japanese,12,not_processed_together,0.25073422580167215,0.13079391866482526,-0.019717781306746514,0.19337170930666037
