,model,representation,layer,relation_vector_corr,num_top_relations_considered,condition
161,openai-community/gpt2,modifier,3,0.03478680220878724,18,_consider_magnitude
162,openai-community/gpt2,compound,4,0.057298759485318554,1,_consider_magnitude
163,openai-community/gpt2,head,4,-0.0119975643823964,1,_consider_magnitude
164,openai-community/gpt2,modifier,4,0.06575708311827812,1,_consider_magnitude
165,openai-community/gpt2,compound,4,0.037278320776956295,2,_consider_magnitude
166,openai-community/gpt2,head,4,0.02935633576673154,2,_consider_magnitude
167,openai-community/gpt2,modifier,4,0.02526125175587816,2,_consider_magnitude
168,openai-community/gpt2,compound,4,0.03200608563750433,3,_consider_magnitude
169,openai-community/gpt2,head,4,0.04046119458879763,3,_consider_magnitude
170,openai-community/gpt2,modifier,4,0.01882684761402105,3,_consider_magnitude
171,openai-community/gpt2,compound,4,0.022560605370758973,4,_consider_magnitude
172,openai-community/gpt2,head,4,0.04407025086399812,4,_consider_magnitude
173,openai-community/gpt2,modifier,4,-0.0020332031476633593,4,_consider_magnitude
174,openai-community/gpt2,compound,4,0.015102933941197357,5,_consider_magnitude
175,openai-community/gpt2,head,4,0.04508148610343551,5,_consider_magnitude
176,openai-community/gpt2,modifier,4,0.0025656970346079914,5,_consider_magnitude
177,openai-community/gpt2,compound,4,0.01288087863858262,6,_consider_magnitude
178,openai-community/gpt2,head,4,0.04551721186740279,6,_consider_magnitude
179,openai-community/gpt2,modifier,4,0.010198054913401805,6,_consider_magnitude
180,openai-community/gpt2,compound,4,0.01268471802080656,7,_consider_magnitude
181,openai-community/gpt2,head,4,0.05128504894316428,7,_consider_magnitude
182,openai-community/gpt2,modifier,4,0.017034968799962157,7,_consider_magnitude
183,openai-community/gpt2,compound,4,0.010980114112830258,8,_consider_magnitude
184,openai-community/gpt2,head,4,0.05132995753967653,8,_consider_magnitude
185,openai-community/gpt2,modifier,4,0.015395154761340017,8,_consider_magnitude
186,openai-community/gpt2,compound,4,0.008758507719429006,9,_consider_magnitude
187,openai-community/gpt2,head,4,0.05158014989493371,9,_consider_magnitude
188,openai-community/gpt2,modifier,4,0.011681416946683027,9,_consider_magnitude
189,openai-community/gpt2,compound,4,0.009615059100069304,10,_consider_magnitude
190,openai-community/gpt2,head,4,0.056800579982306705,10,_consider_magnitude
191,openai-community/gpt2,modifier,4,0.005608837703959912,10,_consider_magnitude
192,openai-community/gpt2,compound,4,0.00951285957465835,11,_consider_magnitude
193,openai-community/gpt2,head,4,0.059245703627763775,11,_consider_magnitude
194,openai-community/gpt2,modifier,4,0.0027446960043179297,11,_consider_magnitude
195,openai-community/gpt2,compound,4,0.010361115635569268,12,_consider_magnitude
196,openai-community/gpt2,head,4,0.05907451942270043,12,_consider_magnitude
197,openai-community/gpt2,modifier,4,0.006436653859788638,12,_consider_magnitude
198,openai-community/gpt2,compound,4,0.010884888203300405,13,_consider_magnitude
199,openai-community/gpt2,head,4,0.05788644993979809,13,_consider_magnitude
200,openai-community/gpt2,modifier,4,0.008296685222267999,13,_consider_magnitude
201,openai-community/gpt2,compound,4,0.009523079527199446,14,_consider_magnitude
202,openai-community/gpt2,head,4,0.05639689185693344,14,_consider_magnitude
203,openai-community/gpt2,modifier,4,0.010371335588110363,14,_consider_magnitude
204,openai-community/gpt2,compound,4,0.008973757078115568,15,_consider_magnitude
205,openai-community/gpt2,head,4,0.056028973565454006,15,_consider_magnitude
206,openai-community/gpt2,modifier,4,0.00899419698319776,15,_consider_magnitude
207,openai-community/gpt2,compound,4,0.008743808145940921,16,_consider_magnitude
208,openai-community/gpt2,head,4,0.055727484965491694,16,_consider_magnitude
209,openai-community/gpt2,modifier,4,0.008613503751041956,16,_consider_magnitude
210,openai-community/gpt2,compound,4,0.008803850367119857,17,_consider_magnitude
211,openai-community/gpt2,head,4,0.05566999773244804,17,_consider_magnitude
212,openai-community/gpt2,modifier,4,0.008709315806114726,17,_consider_magnitude
213,openai-community/gpt2,compound,4,0.00875275060441438,18,_consider_magnitude
214,openai-community/gpt2,head,4,0.05588717172394631,18,_consider_magnitude
215,openai-community/gpt2,modifier,4,0.008729755711196916,18,_consider_magnitude
216,openai-community/gpt2,compound,5,0.06086787870616276,1,_consider_magnitude
217,openai-community/gpt2,head,5,-0.02058626679967904,1,_consider_magnitude
218,openai-community/gpt2,modifier,5,0.00941986716734225,1,_consider_magnitude
219,openai-community/gpt2,compound,5,0.03727126332928571,2,_consider_magnitude
220,openai-community/gpt2,head,5,0.01538611810282071,2,_consider_magnitude
221,openai-community/gpt2,modifier,5,0.013849358872552165,2,_consider_magnitude
222,openai-community/gpt2,compound,5,0.028519687276101494,3,_consider_magnitude
223,openai-community/gpt2,head,5,0.03518564536761024,3,_consider_magnitude
224,openai-community/gpt2,modifier,5,0.02172180339625734,3,_consider_magnitude
225,openai-community/gpt2,compound,5,0.019728403239288872,4,_consider_magnitude
226,openai-community/gpt2,head,5,0.01972975062374723,4,_consider_magnitude
227,openai-community/gpt2,modifier,5,0.0023646597244196127,4,_consider_magnitude
228,openai-community/gpt2,compound,5,0.01210649944822452,5,_consider_magnitude
229,openai-community/gpt2,head,5,0.017048033228446103,5,_consider_magnitude
230,openai-community/gpt2,modifier,5,0.0037126081681251805,5,_consider_magnitude
231,openai-community/gpt2,compound,5,0.009426966874181581,6,_consider_magnitude
232,openai-community/gpt2,head,5,0.020654417926177553,6,_consider_magnitude
233,openai-community/gpt2,modifier,5,0.004072828200524734,6,_consider_magnitude
234,openai-community/gpt2,compound,5,0.010551114848650952,7,_consider_magnitude
235,openai-community/gpt2,head,5,0.027341421967494665,7,_consider_magnitude
236,openai-community/gpt2,modifier,5,0.01648304270991951,7,_consider_magnitude
237,openai-community/gpt2,compound,5,0.007923056163789792,8,_consider_magnitude
238,openai-community/gpt2,head,5,0.026308838864412605,8,_consider_magnitude
239,openai-community/gpt2,modifier,5,0.0169869199951488,8,_consider_magnitude
240,openai-community/gpt2,compound,5,0.0049681791891568565,9,_consider_magnitude
241,openai-community/gpt2,head,5,0.02766160554970774,9,_consider_magnitude
242,openai-community/gpt2,modifier,5,0.016004461013565723,9,_consider_magnitude
243,openai-community/gpt2,compound,5,0.005068457713349493,10,_consider_magnitude
244,openai-community/gpt2,head,5,0.031955875354903816,10,_consider_magnitude
245,openai-community/gpt2,modifier,5,0.012705317249683021,10,_consider_magnitude
246,openai-community/gpt2,compound,5,0.004531910204941985,11,_consider_magnitude
247,openai-community/gpt2,head,5,0.032998310514095554,11,_consider_magnitude
248,openai-community/gpt2,modifier,5,0.009365947756880105,11,_consider_magnitude
249,openai-community/gpt2,compound,5,0.004772079089657728,12,_consider_magnitude
250,openai-community/gpt2,head,5,0.03398453593431126,12,_consider_magnitude
251,openai-community/gpt2,modifier,5,0.01148914289729267,12,_consider_magnitude
252,openai-community/gpt2,compound,5,0.0051067825353786015,13,_consider_magnitude
253,openai-community/gpt2,head,5,0.03252308272093461,13,_consider_magnitude
254,openai-community/gpt2,modifier,5,0.012429378531073447,13,_consider_magnitude
255,openai-community/gpt2,compound,5,0.003693874096572164,14,_consider_magnitude
256,openai-community/gpt2,head,5,0.031283913475326795,14,_consider_magnitude
257,openai-community/gpt2,modifier,5,0.012107450026028942,14,_consider_magnitude
258,openai-community/gpt2,compound,5,0.0032263112678170497,15,_consider_magnitude
259,openai-community/gpt2,head,5,0.0302287033754587,15,_consider_magnitude
260,openai-community/gpt2,modifier,5,0.011739531734549509,15,_consider_magnitude
261,openai-community/gpt2,compound,5,0.0030014723119129515,16,_consider_magnitude
262,openai-community/gpt2,head,5,0.0298377901907618,16,_consider_magnitude
263,openai-community/gpt2,modifier,5,0.011688431971844031,16,_consider_magnitude
264,openai-community/gpt2,compound,5,0.0031841539635850315,17,_consider_magnitude
265,openai-community/gpt2,head,5,0.029660218515360274,17,_consider_magnitude
266,openai-community/gpt2,modifier,5,0.011888998540463028,17,_consider_magnitude
267,openai-community/gpt2,compound,5,0.0031407191652853762,18,_consider_magnitude
268,openai-community/gpt2,head,5,0.029887612459399644,18,_consider_magnitude
269,openai-community/gpt2,modifier,5,0.012067847709932198,18,_consider_magnitude
270,openai-community/gpt2,compound,6,0.05667674403511055,1,_consider_magnitude
271,openai-community/gpt2,head,6,-0.014018435539404081,1,_consider_magnitude
272,openai-community/gpt2,modifier,6,0.04540441164051126,1,_consider_magnitude
273,openai-community/gpt2,compound,6,0.042583757063313944,2,_consider_magnitude
274,openai-community/gpt2,head,6,-0.009000892322864497,2,_consider_magnitude
275,openai-community/gpt2,modifier,6,0.02198130295097664,2,_consider_magnitude
276,openai-community/gpt2,compound,6,0.02884431365414028,3,_consider_magnitude
277,openai-community/gpt2,head,6,0.001806938606526389,3,_consider_magnitude
278,openai-community/gpt2,modifier,6,0.02097027109641413,3,_consider_magnitude
279,openai-community/gpt2,compound,6,0.016849042651776214,4,_consider_magnitude
280,openai-community/gpt2,head,6,-0.011662959871553372,4,_consider_magnitude
281,openai-community/gpt2,modifier,6,-0.001110244793687613,4,_consider_magnitude
282,openai-community/gpt2,compound,6,0.006379693180189365,5,_consider_magnitude
283,openai-community/gpt2,head,6,-0.014299579521098605,5,_consider_magnitude
284,openai-community/gpt2,modifier,6,0.011801689732560043,5,_consider_magnitude
285,openai-community/gpt2,compound,6,0.003975642975017707,6,_consider_magnitude
286,openai-community/gpt2,head,6,-0.01542431829033888,6,_consider_magnitude
287,openai-community/gpt2,modifier,6,0.015864209311054894,6,_consider_magnitude
288,openai-community/gpt2,compound,6,0.0036890893171253407,7,_consider_magnitude
289,openai-community/gpt2,head,6,-0.005562060724538588,7,_consider_magnitude
290,openai-community/gpt2,modifier,6,0.016076763782527002,7,_consider_magnitude
291,openai-community/gpt2,compound,6,0.0022241278266942966,8,_consider_magnitude
292,openai-community/gpt2,head,6,-0.004959255728447593,8,_consider_magnitude
293,openai-community/gpt2,modifier,6,0.010547041549217756,8,_consider_magnitude
294,openai-community/gpt2,compound,6,-0.0015444918075830905,9,_consider_magnitude
295,openai-community/gpt2,head,6,-0.004172299622470119,9,_consider_magnitude
296,openai-community/gpt2,modifier,6,0.007217848397720813,9,_consider_magnitude
297,openai-community/gpt2,compound,6,-0.001896439943407013,10,_consider_magnitude
298,openai-community/gpt2,head,6,0.0026246115619600594,10,_consider_magnitude
299,openai-community/gpt2,modifier,6,0.002642496478906976,10,_consider_magnitude
300,openai-community/gpt2,compound,6,-0.0021136139349052898,11,_consider_magnitude
301,openai-community/gpt2,head,6,0.0035878420889582994,11,_consider_magnitude
302,openai-community/gpt2,modifier,6,0.0036363868635285027,11,_consider_magnitude
303,openai-community/gpt2,compound,6,-0.0022362533653984347,12,_consider_magnitude
304,openai-community/gpt2,head,6,0.004832121310836663,12,_consider_magnitude
305,openai-community/gpt2,modifier,6,0.009553739384822733,12,_consider_magnitude
306,openai-community/gpt2,compound,6,-0.002307793033186102,13,_consider_magnitude
307,openai-community/gpt2,head,6,0.00664360789874582,13,_consider_magnitude
308,openai-community/gpt2,modifier,6,0.010465870149115495,13,_consider_magnitude
309,openai-community/gpt2,compound,6,-0.003513747433035358,14,_consider_magnitude
310,openai-community/gpt2,head,6,0.0051566048040164415,14,_consider_magnitude
311,openai-community/gpt2,modifier,6,0.008943097220492283,14,_consider_magnitude
312,openai-community/gpt2,compound,6,-0.0040656248702545085,15,_consider_magnitude
313,openai-community/gpt2,head,6,0.006285909559807482,15,_consider_magnitude
314,openai-community/gpt2,modifier,6,0.00680968212753862,15,_consider_magnitude
315,openai-community/gpt2,compound,6,-0.004195929265153476,16,_consider_magnitude
316,openai-community/gpt2,head,6,0.006326789369971863,16,_consider_magnitude
317,openai-community/gpt2,modifier,6,0.006063625592038657,16,_consider_magnitude
318,openai-community/gpt2,compound,6,-0.004092452245674885,17,_consider_magnitude
319,openai-community/gpt2,head,6,0.006672990262301469,17,_consider_magnitude
320,openai-community/gpt2,modifier,6,0.0055436855065104295,17,_consider_magnitude
321,openai-community/gpt2,compound,6,-0.004146106996515635,18,_consider_magnitude
322,openai-community/gpt2,head,6,0.006632110452137087,18,_consider_magnitude
323,openai-community/gpt2,modifier,6,0.005354616384500165,18,_consider_magnitude
324,openai-community/gpt2,compound,7,0.03549834025663087,1,_consider_magnitude
325,openai-community/gpt2,head,7,0.0044057164202506134,1,_consider_magnitude
326,openai-community/gpt2,modifier,7,0.0625193433075884,1,_consider_magnitude
327,openai-community/gpt2,compound,7,0.03663962176276891,2,_consider_magnitude
328,openai-community/gpt2,head,7,0.015821915496478954,2,_consider_magnitude
329,openai-community/gpt2,modifier,7,0.015844852201408334,2,_consider_magnitude
330,openai-community/gpt2,compound,7,0.027525055770786313,3,_consider_magnitude
331,openai-community/gpt2,head,7,0.02962845682301022,3,_consider_magnitude
332,openai-community/gpt2,modifier,7,0.007204037430449754,3,_consider_magnitude
333,openai-community/gpt2,compound,7,0.017705979167292385,4,_consider_magnitude
334,openai-community/gpt2,head,7,0.016510849152728168,4,_consider_magnitude
335,openai-community/gpt2,modifier,7,-0.017171067537323958,4,_consider_magnitude
336,openai-community/gpt2,compound,7,0.01263733331745376,5,_consider_magnitude
337,openai-community/gpt2,head,7,0.008382912964069051,5,_consider_magnitude
338,openai-community/gpt2,modifier,7,-0.00906615169113053,5,_consider_magnitude
339,openai-community/gpt2,compound,7,0.016094384845150488,6,_consider_magnitude
340,openai-community/gpt2,head,7,0.007644385237907961,6,_consider_magnitude
341,openai-community/gpt2,modifier,7,-0.004649545788730904,6,_consider_magnitude
342,openai-community/gpt2,compound,7,0.009739834600555856,7,_consider_magnitude
343,openai-community/gpt2,head,7,0.020757914694370206,7,_consider_magnitude
344,openai-community/gpt2,modifier,7,0.0010674403894227608,7,_consider_magnitude
345,openai-community/gpt2,compound,7,0.01019700649780234,8,_consider_magnitude
346,openai-community/gpt2,head,7,0.02077726305189893,8,_consider_magnitude
347,openai-community/gpt2,modifier,7,-0.0026840278942473965,8,_consider_magnitude
348,openai-community/gpt2,compound,7,0.008781502634678383,9,_consider_magnitude
349,openai-community/gpt2,head,7,0.024255803102216825,9,_consider_magnitude
350,openai-community/gpt2,modifier,7,-0.006925301975937084,9,_consider_magnitude
351,openai-community/gpt2,compound,7,0.009696818720398067,10,_consider_magnitude
352,openai-community/gpt2,head,7,0.03041649500340133,10,_consider_magnitude
353,openai-community/gpt2,modifier,7,-0.011800851449796082,10,_consider_magnitude
354,openai-community/gpt2,compound,7,0.010343230718622351,11,_consider_magnitude
355,openai-community/gpt2,head,7,0.03407012803684293,11,_consider_magnitude
356,openai-community/gpt2,modifier,7,-0.01146870299221048,11,_consider_magnitude
357,openai-community/gpt2,compound,7,0.011109727159204505,12,_consider_magnitude
358,openai-community/gpt2,head,7,0.03633640251283083,12,_consider_magnitude
359,openai-community/gpt2,modifier,7,-0.007608115919811698,12,_consider_magnitude
360,openai-community/gpt2,compound,7,0.010864448298218215,13,_consider_magnitude
361,openai-community/gpt2,head,7,0.04000536547508408,13,_consider_magnitude
362,openai-community/gpt2,modifier,7,-0.008264747870577075,13,_consider_magnitude
363,openai-community/gpt2,compound,7,0.009288020618754252,14,_consider_magnitude
364,openai-community/gpt2,head,7,0.03894504539894543,14,_consider_magnitude
365,openai-community/gpt2,modifier,7,-0.009646996451760228,14,_consider_magnitude
366,openai-community/gpt2,compound,7,0.008202150661262867,15,_consider_magnitude
367,openai-community/gpt2,head,7,0.03937683839380671,15,_consider_magnitude
368,openai-community/gpt2,modifier,7,-0.010783966171957088,15,_consider_magnitude
369,openai-community/gpt2,compound,7,0.007790797571483777,16,_consider_magnitude
370,openai-community/gpt2,head,7,0.039254198963313565,16,_consider_magnitude
371,openai-community/gpt2,modifier,7,-0.011463593015939931,16,_consider_magnitude
372,openai-community/gpt2,compound,7,0.007488031477453826,17,_consider_magnitude
